game_name,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404
Maneater: Truth Quest,270.,66,4.0,/game/pc/maneater-truth-quest/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,75,,,,,,,60,,70,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Magnificent Trufflepigs,271.,66,5.0,/game/pc/the-magnificent-trufflepigs/critic-reviews,,50,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,60,70,,,,,,,,,,,,,,,,55,,,,,,70,,,,,,,,,,,,,,,,,,,,,80,,,,80,,,,,,,,,,,,,,68,,,,,,,,60,,,,,,,,,,65,,,,,75,,,,,,,,,,,60,80,,,,50,,,,,,50,,,,,60,,,,90,,,,70,,,,,,,,,,
JETT: The Far Shore,272.,66,6.1,/game/pc/jett-the-far-shore/critic-reviews,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,50,,,,70,,80,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
Immortals Fenyx Rising: Myths of the Eastern Realm,273.,65,5.8,/game/pc/immortals-fenyx-rising-myths-of-the-eastern-realm/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,78,,,,,,,,,,,,,,,,,,,80,60,,50,,,,,,,,,,,,,,,,,,90,,,,,,,,,60,,,,,,,,,,70,,,,,,,,,,,,,75,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,60,,,,,,,,,,60,,,,70,,,
Stronghold: Warlords,274.,65,6.4,/game/pc/stronghold-warlords/critic-reviews,65,,,,,,,,70,,,65,,,,,,,,60,,,,,,,,,,,,,80,,,,,,,70,,,,,,,,,,,,,70,,,,72,80,,,,,60,,,,40,,,,,,,,,,,,,,,,70,,,68,,,,,,,65,80,20,,,,,,,,,,,80,,64,,67,60,,70,,,,,,,,,,,,,,,70,,,,,,60,,,,,70,,,,80,70,,,,,,,,,,,70,,,,,,,
Zool Redimensioned,275.,65,7.6,/game/pc/zool-redimensioned/critic-reviews,,,,,,,,,,,,,,,,,,,70,,,,70,,,,,,,,,,,,60,,,,,,,,,,,,,,65,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,80,,,,,,,,,,,,70,40,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,
Thunder Tier One,276.,65,6.0,/game/pc/thunder-tier-one/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,80,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,70,,,,60,,,,30,,,,,,,,,,,,,,71,,,60,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,
Rustler,277.,65,5.7,/game/pc/rustler/critic-reviews,,,,,,,,,,,,60,,68,,,,,,,,,,,50,,,,,,,,,68,,,,,,,,,,,,,,,,,,60,,,,,65,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,60,,,,,,,,,,,,,78,,,,,50,,,,60,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,
Firegirl: Hack 'n Splash Rescue,278.,65,tbd,/game/pc/firegirl-hack-n-splash-rescue/critic-reviews,,,,,,,,,,,,,,65,,,,,,,,,60,,,,,,,,,,,,50,,,,,,,,,,,,,,,85,,,,,60,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,
Moonglow Bay,279.,65,tbd,/game/pc/moonglow-bay/critic-reviews,,,,,,,,,,,,,,,,,,,,85,,,,,70,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,60,,,,,,,,,70,,,,70,,,,,,,,,,
Redout: Space Assault,280.,65,3.4,/game/pc/redout-space-assault/critic-reviews,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,60,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,55,,,60,,,,,,,,,,,,,,,,,,,,,70,,,,,78,,,,,,,,,,,,,,,,,,,,,,,85,
Aragami 2,281.,65,5.5,/game/pc/aragami-2/critic-reviews,,,,,70,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,90,,,60,,,,59,,,,70,,,,,,,,,,,,80,40,,,,60,,,,,50,,,,,,,,,,70,,,,,,,,,,78,,,80,,,,,,55,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,60,70,,,,,,,,,,,75,,,70,,,,
Warhammer Age of Sigmar: Storm Ground,282.,64,4.6,/game/pc/warhammer-age-of-sigmar-storm-ground/critic-reviews,66,,,,,,,,,,,,,84,,80,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,60,,,75,,,,,59,60,,70,,,,,,,,,,,,,,,60,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,
Stonefly,283.,64,tbd,/game/pc/stonefly/critic-reviews,,,,,,,,,,,,70,,74,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,80,,40,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,90,71,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,50,,,,,,,,,,
King's Bounty II,284.,64,4.7,/game/pc/kings-bounty-ii/critic-reviews,,,,,,,,80,65,,,75,,71,,60,,,40,40,,,,,,,,,,,,,,50,,,80,,,60,,,,,,,,,60,65,,50,,65,,,80,45,,70,,,40,90,,,50,,,,,74,,,,,,,60,80,,,60,,,69,,,,88,,,70,,,,,,75,,,,,,65,80,,49,,59,70,65,60,,60,,58,,,,,,,84,60,,,,,,,,,68,,,,70,,,,,,,,,,,,,,,,,,,50,,,,60,
Shadow Man: Remastered,285.,64,7.5,/game/pc/shadow-man-remastered/critic-reviews,60,,,,,,,,,,,65,,,,,,,50,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,75,,,,,,,,,,,,70,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,40,,,,90,
Red Solstice 2: Survivors,286.,64,5.6,/game/pc/red-solstice-2-survivors/critic-reviews,,,,,,,,,,,,,,65,,60,,,,60,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,70,,60,,,,,,,,,,64,,,,,,,70,,,,,,,,,,,,,72,,,,,,,,,50,,,,,,,,,,,,,,,,,,,73,,,,72,,,,,50,60,,,,,,,,,,,65,,,,,,,
An Airport for Aliens Currently Run by Dogs,287.,64,tbd,/game/pc/an-airport-for-aliens-currently-run-by-dogs/critic-reviews,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,65,,,,50,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,70,,,,,,,,,,,,,,,,,,
Nickelodeon All-Star Brawl,288.,63,6.8,/game/pc/nickelodeon-all-star-brawl/critic-reviews,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,70,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA,289.,63,6.2,/game/pc/industria/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,40,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,65,,,,,,60,,,,,,,,,,
SkateBIRD,290.,63,4.2,/game/pc/skatebird/critic-reviews,,,,,,,,,,,,,,,,70,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,60,,,60,,,,,,,,,,,,,,,,,50,,,,,65,,,,,80,60,,,60,60,,,,,,,,,,,,,80,,75,,,
Hood: Outlaws & Legends,291.,62,3.7,/game/pc/hood-outlaws-legends/critic-reviews,71,,,,,,,,,,,70,,,,70,,,,,,70,,,,,,,,,,50,50,65,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,60,,,60,,,,,,,,,,,,,,60,,,,,,,,70,50,,,,40,70,,63,60,68,60,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,69,,,
Don't Forget Me,292.,62,tbd,/game/pc/dont-forget-me/critic-reviews,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,50,,,,,,,,,58,,,,,,,,,,,,,60,,,,,,,,,85,,,,,,,,,,,,,,,,,,80,,,,,
The Good Life,293.,62,5.7,/game/pc/the-good-life/critic-reviews,,,,,,,,,,,,,,,,50,,,,,,,60,,,,,,,,,50,,,,,,,,,,70,,,,,,,70,,,,,,,60,,,,,,,,,,,60,,,,,,,80,,50,,50,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,60,79,,50,,,,,,,,,75,,,,59,,,,,,,,,,,,,,50,,,,,70,,,,,,,,,,,70,,,,,,,
Monster Rancher 1 & 2 DX,294.,61,7.5,/game/pc/monster-rancher-1-2-dx/critic-reviews,,,,,,,,,,,,,,,,60,,,,,,,,,85,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,
Lost Ruins,295.,61,8.3,/game/pc/lost-ruins/critic-reviews,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,65,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Necromunda: Hired Gun,296.,61,6.3,/game/pc/necromunda-hired-gun/critic-reviews,60,,,,,,60,,,,,60,,70,,50,,,,,,,,,,,,,,,,,60,55,,,,,,,,,,,,69,,,65,,,,60,,,,70,50,,,,,,,,,80,,,,,,,,,,,,,,,60,50,,,59,,,,,,,50,,,,,,65,,,,,,60,55,,53,,48,,75,60,,80,,,,,60,,,,,62,,,,,,,,,53,,,,78,,,,,,70,,,,,,60,,85,,,,,,,,,,
Lust from Beyond,297.,61,6.8,/game/pc/lust-from-beyond/critic-reviews,,60,,,,,,69,,,,70,,69,,20,,,50,,,60,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,70,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,68,,,,45,,,,,,,75,,,,,70,,,70,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,74,,,,,,,,,,,,,,,,,,,,,,,,
Ashwalkers: A Survival Journey,298.,61,tbd,/game/pc/ashwalkers-a-survival-journey/critic-reviews,36,,,,,,,,,,,75,,60,,,,,,,,,,,,,,,,,,40,70,,,,,,,,,,,,,,,,70,50,,,80,,,,,,,,50,,,,,,,,,,,80,,65,,90,,,,80,,70,,,,,,,,56,,,,,,,,,,,,,,,,,,50,70,,,45,,,,,,,,,,,,,52,,,60,70,,,,75,,,,,,60,,,,,60,,,,,,,,,,,,,,,80,,75,
Sheltered 2,299.,60,tbd,/game/pc/sheltered-2/critic-reviews,,,,,,,,,,,,,,68,,70,,,,,,,,,,,,60,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,50,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,75,40,,,,,,,,,,,,,,,,,,,,,,,
Cyanide & Happiness - Freakpocalypse,300.,60,tbd,/game/pc/cyanide-happiness---freakpocalypse/critic-reviews,,,,,,,,,60,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,60,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,82,50,,,,,,,78,,,55,80,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,60,,,,30,70,,,,,,,,,76,50,,,,,,,,,,,,,,,,,,,,,,,
Warhammer Age of Sigmar: Tempestfall,301.,60,tbd,/game/pc/warhammer-age-of-sigmar-tempestfall/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,70,,,,,,,,,,,75,,,,,,,,,,,40,,,,,,,,,,67,,,
THE SHORE,302.,59,5.9,/game/pc/the-shore/critic-reviews,,,,,,,,,,72,,50,,,,,,70,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,60,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TASOMACHI: Behind the Twilight,303.,59,tbd,/game/pc/tasomachi-behind-the-twilight/critic-reviews,,,,,,,,,,,,,,47,,,,,,,,60,,,,,,,,,,60,60,,50,,,,,,,,,,,,,,55,55,,,,,,,,,,,,,,,,,,,,,,70,,60,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,65,,,80,,,,,25,,,,,,,,,,,60,,80,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,55,,,
Blightbound,304.,59,tbd,/game/pc/blightbound/critic-reviews,,,,,,,,,,,,,,66,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,80,,,50,,,,,,,,,,,,,,,,,,,,,,60,,40,,50,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forgotten Fields,305.,59,tbd,/game/pc/forgotten-fields/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,30,,,,60,,50,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,70,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,
Black Legend,306.,58,tbd,/game/pc/black-legend/critic-reviews,60,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,60,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,50,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paradise Lost,307.,58,6.8,/game/pc/paradise-lost/critic-reviews,52,70,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,60,,,,60,,64,70,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,
Werewolf: The Apocalypse - Earthblood,308.,56,4.6,/game/pc/werewolf-the-apocalypse---earthblood/critic-reviews,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,60,,,46,,55,,,50,,,70,,,60,65,,,,,,70,,,50,60,,,,65,,45,,,,40,,,,80,40,,,66,,,,,,,35,50,,,,,,65,,,,,55,,,,,79,50,40,40,,,,,,,,,,,,,,,,,,,,,,,,,52,50,,,,40,,,,,,,,,,,,63,,,,,,,
Monster Jam Steel Titans 2,309.,56,tbd,/game/pc/monster-jam-steel-titans-2/critic-reviews,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,50,,,,,,,30,,,,,60,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elite: Dangerous - Odyssey,310.,55,3.5,/game/pc/elite-dangerous---odyssey/critic-reviews,,,,,60,,50,,,,90,55,,,,,,,60,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,55,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,84,,,,,,,,,40,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,
Foreclosed,311.,53,tbd,/game/pc/foreclosed/critic-reviews,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,70,,,70,,,60,,,,,,,,,,,,,41,,,,50,,,,,,,,,78,,,,,,,,,,,,,,,,,60,,,,,,,
Buildings Have Feelings Too!,312.,53,tbd,/game/pc/buildings-have-feelings-too!/critic-reviews,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,50,20,,,60,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,70,,,,
Dungeons & Dragons: Dark Alliance,313.,53,3.2,/game/pc/dungeons-dragons-dark-alliance/critic-reviews,52,,,,,,70,,,,,60,,,,50,,,,,,,40,,,,,,,,,,80,,,,60,70,,,,,,,,,,,,,,,,,,,58,,30,,,,,,,,40,,,,42,,30,60,,70,,,,,,,,,50,70,,,,,,,55,50,,,,,,,30,50,,,70,66,40,40,,82,40,35,50,,,,,,,,,,,,33,,,30,70,,,,,,,,,65,,,,,40,,,,,,,,,60,,,69,,,60,,,,
AWAY: The Survival Series,314.,52,7.6,/game/pc/away-the-survival-series/critic-reviews,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,60,,,,,
Grand Theft Auto: The Trilogy - The Definitive Edition,315.,49,0.6,/game/pc/grand-theft-auto-the-trilogy---the-definitive-edition/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,50,,40,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,30,,,,,,,,,,,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,50,,,
Demon Skin,316.,48,7.4,/game/pc/demon-skin/critic-reviews,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,60,,50,,,,,,,,,,,68,,,40,,,,,,,,,,,,30,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,70,,,,,
Arkham Horror: Mother's Embrace,317.,48,6.0,/game/pc/arkham-horror-mothers-embrace/critic-reviews,39,,,,,,,,,,60,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,50,,,,,,,,,,,,,,,,,,
Of Bird and Cage,318.,44,7.0,/game/pc/of-bird-and-cage/critic-reviews,,,,,,,,,,,,30,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,70,,40,,,,,,,,,,,,20,,,,,,,,,,,,30,,,,,,,,,,,50,,,,,,,,,,,20,,,,,60,,,,,,45,,,,,,,,,,,,,,85,,,,,,,,,
Balan Wonderworld,319.,38,6.5,/game/pc/balan-wonderworld/critic-reviews,,,,,,65,,,,,,45,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,20,,,,,,,30,,,,20,,,,40,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,
eFootball 2022,320.,25,1.4,/game/pc/efootball-2022/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,28,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,20,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,
