game_name,appid,total_reviews,pos_reviews,neg_reviews,rank,meta_score,user_score,critic_url,4Players.de,Adventure Gamers,Android Central,App Trigger,Areajugones,Atomix,Attack of the Fanboy,AusGamers,BaziCenter,Buried Treasure,But Why Tho?,CD-Action,CGMagazine,COGconnected,Carole Quintaine,Checkpoint Gaming,Comicbook.com,Critical Hit,Cubed3,Cultured Vultures,DarkStation,DarkZero,Destructoid,Dexerto,Digital Chumps,Digital Spy,Digital Trends,Digitally Downloaded,DualShockers,EGM,Easy Allies,Edge Magazine,Eurogamer Italy,Everyeye.it,Finger Guns,Forbes,GAMES.CH,GAMINGbible,GMW3,GRYOnline.pl,Game Debate,Game Informer,Game Over Online,Game Rant,Game Revolution,Game World Navigator Magazine,GameByte,GameCrate,GameCritics,GameGrin,GameMAG,GameOver.gr,GameSkinny,GameSpace,GameSpew,GameSpot,GameStar,GameWatcher,Gameblog.fr,Gamepressure,Gamer Escape,Gamer.nl,Gamer.no,Gamers Heroes,Gamers' Temple,Gamersky,Games.cz,GamesBeat,GamesHub,GamesRadar+,Gaming Age,Gaming Nexus,GamingBolt,GamingTrend,Gfinity,God is a Geek,Guardian,Hardcore Gamer,Het Nieuwsblad,Hey Poor Player,Hobby Consolas,Hooked Gamers,IGN,IGN Adria,IGN France,IGN Italia,IGN Japan,IGN Portugal,IGN Spain,Impulsegamer,Inverse,JeuxActu,Jeuxvideo.com,KeenGamer,LEVEL (Czech Republic),Launcher (The Washington Post),LevelUp,M3,MGG Spain,MMORPG.com,Malditos Nerds,Meristation,Merlin'in Kazanı (Turkey),Metro GameCentral,Millenium,Multiplayer.it,NME,New Game Network,Noisy Pixel,PC Gamer,PC Games,PC Invasion,PCGamesN,PCMag,PLAY! Zine,PlaySense,Player 2,Power Unlimited,Press Start Australia,Quarter to Three,RPG Fan,RPG Site,RPGamer,Ragequit.gr,Riot Pixels,Road to VR,SECTOR.sk,Screen Rant,Shacknews,Shindig,Siliconera,Slant Magazine,Softpedia,SpazioGames,Stevivor,Telegraph,The Digital Fix,The Games Machine,The Indie Game Website,The Loadout,The Mako Reactor,The Overpowered Noobs,TheGamer,TheSixthAxis,TierraGamer,TrueGaming,Trusted Reviews,Twinfinite,UploadVR,VG247,VGC,Vandal,Vgames,Washington Post,Wccftech,We Got This Covered,WellPlayed,Windows Central,Worth Playing,XGN,ZTGD,null_404,parsed_name_x,parsed_name_y
Back 4 Blood,924970,31899,20603,11296,130,77,5,/game/pc/back-4-blood/critic-reviews,,,,,,,,,,,,,,,,80.0,,,,,,,80.0,,85.0,,,,,,75.0,,,80.0,,,,,,,,,80.0,,80.0,66.0,70.0,,85.0,75.0,,,,,,,68.0,,,,,,70.0,,,,50.0,,,,,80.0,,,80.0,90.0,,,80.0,,,,80.0,,,82.0,,70.0,,,,70.0,,,,,,,,,,82.0,80.0,,,80.0,80.0,80.0,,88.0,,75.0,80.0,60.0,80.0,,,,,,,,,,,,,70.0,60.0,,,,,,85.0,,,80.0,,80.0,,,,,,,80.0,80.0,,80.0,,80.0,,,80.0,60.0,,80.0,85.0,,,,Back4Blood,Back4Blood
Century: Age of Ashes,918570,11155,8155,3000,159,75,7.4,/game/pc/century-age-of-ashes/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,,,,,,80.0,,,75.0,,,,,,,75.0,,,,,,85.0,60.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,CenturyAgeofAshes,CenturyAgeofAshes
Gamedec,917720,622,532,90,210,72,6.9,/game/pc/gamedec/critic-reviews,,,,,,,,,,,90.0,90.0,,70.0,,60.0,,,,,,,,,,,,,,,,,70.0,55.0,,,,,,75.0,,,,,,62.0,,,,,60.0,,,,,,84.0,,,80.0,,,,,,77.0,70.0,,,,,,,60.0,,,,,,70.0,,,,,,78.0,,,,88.0,,,,90.0,,,,,,65.0,,,70.0,,,67.0,,,,58.0,,50.0,,,80.0,,,,,,83.0,,60.0,85.0,64.0,,,,80.0,,,,,,,,,82.0,60.0,,,,,,,,,,,,,,,,,,,,80.0,,,,Gamedec,Gamedec
Killsquad,910490,3111,2250,861,194,73,7,/game/pc/killsquad/critic-reviews,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,,75.0,,,,,,68.0,,,,,,,,,,,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,Killsquad,Killsquad
Stronghold: Warlords,907650,3070,1931,1139,274,65,6.4,/game/pc/stronghold-warlords/critic-reviews,65.0,,,,,,,,70.0,,,65.0,,,,,,,,60.0,,,,,,,,,,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,70.0,,,,72.0,80.0,,,,,60.0,,,,40.0,,,,,,,,,,,,,,,,70.0,,,68.0,,,,,,,65.0,80.0,20.0,,,,,,,,,,,80.0,,64.0,,67.0,60.0,,70.0,,,,,,,,,,,,,,,70.0,,,,,,60.0,,,,,70.0,,,,80.0,70.0,,,,,,,,,,,70.0,,,,,,,,StrongholdWarlords,StrongholdWarlords
Super Robot Wars 30,898750,3592,3240,352,103,78,tbd,/game/pc/super-robot-wars-30/critic-reviews,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,90.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,72.0,,,75.0,,,,,,,,,,,,87.0,70.0,,,,,,,,,,,,77.0,,,,77.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,SuperRobotWars30,SuperRobotWars30
Death's Door,894020,8738,8295,443,20,85,7.9,/game/pc/deaths-door/critic-reviews,,,,,,90.0,80.0,,95.0,,,70.0,,,,90.0,,,,,,,90.0,,90.0,,90.0,90.0,,,85.0,80.0,80.0,,,,,,,,,,,,,68.0,,,75.0,,,80.0,,,,80.0,90.0,,80.0,95.0,,80.0,80.0,90.0,,86.0,80.0,,100.0,,,,,90.0,80.0,,,90.0,,100.0,,90.0,90.0,,,85.0,,,80.0,,,,80.0,100.0,,,88.0,,80.0,,90.0,,,,,80.0,80.0,76.0,85.0,83.0,80.0,85.0,,,,,100.0,,,,85.0,,,,70.0,,,90.0,90.0,,,,85.0,,,,,88.0,,,,,,,72.0,90.0,,90.0,,,,78.0,,,,,90.0,,82.0,,,,DeathsDoor,DeathsDoor
Redout: Space Assault,886060,76,33,43,280,65,3.4,/game/pc/redout-space-assault/critic-reviews,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,60.0,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,,55.0,,,60.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,RedoutSpaceAssault,RedoutSpaceAssault
Total War: Rome Remastered,885970,7393,5320,2073,165,75,5.1,/game/pc/total-war-rome-remastered/critic-reviews,,,,,,,,,,,,80.0,80.0,,,,,,,70.0,,,,,,,,70.0,,,,,70.0,85.0,,,,,,,,,,,,,,,,,,,,,,60.0,76.0,,,,,75.0,90.0,,,,60.0,,,,,85.0,,,,,,,,,,,70.0,,,80.0,,,,,,,70.0,,,,,,,80.0,,,,,,80.0,,,,,80.0,,80.0,,,,,,,,,,,,70.0,,,60.0,,,,,,70.0,,,,82.0,,,,,,80.0,,,,,,,,85.0,,,80.0,,,,,,,,TotalWarRomeRemastered,TotalWarROMEREMASTERED
The Forgotten City,874260,4334,4206,128,22,84,8.1,/game/pc/the-forgotten-city/critic-reviews,,100.0,,,,,,80.0,90.0,,,80.0,,,,,,,,,,,,,,,,,,,,80.0,80.0,,,,,,,,,90.0,,,,,,,70.0,,,,,80.0,,90.0,82.0,,,,,,100.0,,,,80.0,,,,,,,,,,,70.0,,100.0,,,90.0,,,84.0,,,,,,,80.0,,,,,,,,,,,,80.0,78.0,,73.0,75.0,84.0,90.0,90.0,,,,,100.0,,,,,,,,78.0,,,,,,,70.0,,,80.0,,,,90.0,,,,,,,,,80.0,,,,,,,85.0,,100.0,,,,,,TheForgottenCity,TheForgottenCity
Backbone,865610,1252,770,482,201,72,6.8,/game/pc/backbone/critic-reviews,65.0,80.0,,,,,80.0,,,,,75.0,,90.0,,70.0,,70.0,,,,,70.0,,,,,,,,,70.0,70.0,,,,,70.0,,,,,,,,,,,85.0,,60.0,,,,60.0,,,,,,,,,,,,,,,,,,,65.0,80.0,90.0,60.0,80.0,,60.0,,,,,,,,,,,,,,73.0,,,,,,,,,,,,,,60.0,75.0,,,75.0,,,,,,,,,78.0,,,65.0,,,,100.0,60.0,,,,85.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,65.0,,,,Backbone,Backbone
Cyber Shadow,861250,971,811,160,59,82,7.1,/game/pc/cyber-shadow/critic-reviews,81.0,,,,,80.0,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,70.0,,,80.0,,,,,,,,,,,,,,,,,,,,,80.0,83.0,,80.0,,,,,,,,,,75.0,90.0,,,,,,,,79.0,,,,72.0,,,90.0,75.0,,95.0,,,,,,,,,,,,89.0,,,,80.0,,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,CyberShadow,CyberShadow
Little Nightmares II,860510,17647,16892,755,35,83,8.2,/game/pc/little-nightmares-ii/critic-reviews,,80.0,,,,88.0,,84.0,,,,85.0,,,,,,,,,,,85.0,,,,,,,,,70.0,,,,,,,,80.0,,,,,75.0,87.0,,70.0,,100.0,,,90.0,,,70.0,78.0,85.0,,,,,,,90.0,,,,,80.0,91.0,,,,,,,80.0,,,,,,,,,,90.0,,,,,70.0,90.0,,90.0,,,,,,86.0,85.0,,85.0,,,78.0,90.0,76.0,80.0,80.0,,,,,91.0,,,,,,,90.0,,,,,,,,,,,,,100.0,,,,,,90.0,,,,,,,,,,,90.0,,,,,86.0,,,,LittleNightmaresII,LittleNightmaresII
Tribes of Midgard,858820,12735,9930,2805,186,73,7.9,/game/pc/tribes-of-midgard/critic-reviews,,,,,,,70.0,,,,,,,84.0,,,,,,,,,,,,,,,,,,,70.0,70.0,,,,,,,,,,60.0,,,,,,70.0,,,,,,,72.0,,,,,,,,,,,,,,,85.0,70.0,75.0,90.0,75.0,,,,70.0,,,70.0,,,,,,,,,,60.0,,,,,,,75.0,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,70.0,,,,,,,,,80.0,,,,,,,,,,,,,,,TribesofMidgard,TribesofMidgard
Subnautica: Below Zero,848450,61788,56560,5228,51,82,6.3,/game/pc/subnautica-below-zero/critic-reviews,84.0,,,60.0,,,80.0,,,,,90.0,,,,70.0,,85.0,,85.0,,,85.0,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,85.0,,,,,,,,,,70.0,,,,,,,,,,,,,,,,90.0,,70.0,,,,,,,,80.0,,,,,,,,,84.0,,,70.0,,,74.0,,86.0,90.0,85.0,,,,,,85.0,85.0,,,,,,,,,,,,,,,,,,,90.0,70.0,,,,,80.0,84.0,,,,,,,,,,75.0,,,,,,,,SubnauticaBelowZero,SubnauticaBelowZero
Rustler,844260,765,607,158,277,65,5.7,/game/pc/rustler/critic-reviews,,,,,,,,,,,,60.0,,68.0,,,,,,,,,,,50.0,,,,,,,,,68.0,,,,,,,,,,,,,,,,,,60.0,,,,,65.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,60.0,,,,,,,,,,,,,78.0,,,,,50.0,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,Rustler,Rustler
Spacebase Startopia,840390,471,286,185,245,69,2.5,/game/pc/spacebase-startopia/critic-reviews,58.0,,,,,,,,,,,75.0,,,,80.0,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,65.0,,,,,,,,63.0,70.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,70.0,,,70.0,,,,,SpacebaseStartopia,SpacebaseStartopia
Arkham Horror: Mother's Embrace,840210,500,310,190,317,48,6,/game/pc/arkham-horror-mothers-embrace/critic-reviews,39.0,,,,,,,,,,60.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,50.0,,,,,,,,,,,,,,,,,,,ArkhamHorrorMothersEmbrace,ArkhamHorrorMothersEmbrace
Kaze and the Wild Masks,829280,569,557,12,46,82,7.8,/game/pc/kaze-and-the-wild-masks/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,80.0,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,,,,83.0,,,,,,85.0,,,,,,,,,,,,79.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,KazeandtheWildMasks,KazeandtheWildMasks
Unbound: Worlds Apart,814680,532,476,56,113,78,7.6,/game/pc/unbound-worlds-apart/critic-reviews,,90.0,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,85.0,,,,,,80.0,80.0,,,,,,,,,,,,,63.0,,,90.0,80.0,,,,85.0,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,UnboundWorldsApart,UnboundWorldsApart
Jupiter Hell,811320,1185,1106,79,117,78,7.7,/game/pc/jupiter-hell/critic-reviews,,,,,,,,,,,,75.0,,82.0,,,,,,,,80.0,,,,,,,,,,,,73.0,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,90.0,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,70.0,,,80.0,,80.0,,,,,,,,58.0,,,,90.0,,,,,,,90.0,,,,,85.0,,,,,77.0,,,,,,70.0,,,,,,,,81.0,,,,,,,,,,,JupiterHell,JupiterHell
The Darkside Detective: A Fumble in the Dark,795420,615,601,14,29,84,8.1,/game/pc/the-darkside-detective-a-fumble-in-the-dark/critic-reviews,,90.0,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,80.0,,,85.0,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,TheDarksideDetectiveAFumbleintheDark,TheDarksideDetectiveAFumbleintheDark
The Riftbreaker,780310,9453,8745,708,38,83,8.5,/game/pc/the-riftbreaker/critic-reviews,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,85.0,,,,,90.0,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,87.0,,,,,,,,,,,,,,,,,72.0,,,,,,,,TheRiftbreaker,TheRiftbreaker
Gloomhaven,780290,8629,7558,1071,90,79,7,/game/pc/gloomhaven/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,50.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,85.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,,,80.0,,,,87.0,,,,,,,,,,,,,70.0,90.0,,,,,,,,,,,,,,,80.0,,,,80.0,,,,,,,,,,,,,,,,,,,,Gloomhaven,Gloomhaven
Scarlet Nexus,775500,8795,7567,1228,87,79,7.7,/game/pc/scarlet-nexus/critic-reviews,,,,,,,,,,,,80.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,88.0,,,,78.0,,,,100.0,,,,,,70.0,74.0,,,,,,,,,,,,,,,,,90.0,,,,50.0,,,,92.0,80.0,,,,,90.0,,,,,75.0,,,,,,,,,,80.0,,80.0,,,,,78.0,,80.0,60.0,,,,,,,,,,,80.0,,,,,,,,,,,,,,80.0,,,,,,80.0,,,,80.0,,,,,,,80.0,,,,80.0,,,,ScarletNexus,SCARLETNEXUS
Exo One,773370,2533,2316,217,70,81,7.2,/game/pc/exo-one/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,80.0,,,,,,,,,,,,,85.0,,,,,,,,,,82.0,,,,,80.0,,,,,,,,,,,,,,,80.0,70.0,,,,,,,,,,,,,,,75.0,90.0,,,,,,,,78.0,,,,90.0,80.0,,,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,80.0,,,,,,,,70.0,,,,,,,,,,,ExoOne,ExoOne
Red Solstice 2: Survivors,768520,2353,1689,664,286,64,5.6,/game/pc/red-solstice-2-survivors/critic-reviews,,,,,,,,,,,,,,65.0,,60.0,,,,60.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,60.0,,,,,,,,,,64.0,,,,,,,70.0,,,,,,,,,,,,,72.0,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,73.0,,,,72.0,,,,,50.0,60.0,,,,,,,,,,,65.0,,,,,,,,RedSolstice2Survivors,RedSolstice2Survivors
NUTS,768450,380,337,43,235,70,6.1,/game/pc/nuts/critic-reviews,,90.0,,,,,,,,,,80.0,,,,,,,,65.0,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,NUTS,NUTS
Wildermyth,763890,11290,10773,517,9,87,7.9,/game/pc/wildermyth/critic-reviews,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,90.0,,,,,,,,85.0,,88.0,,,,,,,,,,,,,,,84.0,,,,,,,,,,80.0,,,,,,,85.0,90.0,,100.0,,,80.0,,,90.0,,,,,,,,,,,90.0,,,,,,,,,,90.0,,90.0,,,,90.0,,,,,,,,,,,75.0,80.0,70.0,,,,,80.0,,,,,,,,,,86.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,Wildermyth,Wildermyth
Maquette,762840,390,274,116,228,70,4.9,/game/pc/maquette/critic-reviews,,60.0,,,,,,,,,,,,,,70.0,,70.0,,,,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,80.0,,,,,,,,71.0,,,,,,,,,,,,,,,70.0,,,,,80.0,70.0,,,,,70.0,,,,,,,,,,,,,75.0,,,,,,70.0,,,,,,,,73.0,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,40.0,,,,,,,,,,,,,,,,80.0,,,,Maquette,Maquette
Sable,757310,1804,1546,258,139,76,7.5,/game/pc/sable/critic-reviews,,50.0,,,,,,,,,90.0,75.0,80.0,74.0,,90.0,,,,,,,,,,,,,90.0,,,70.0,80.0,65.0,,,,,,,,88.0,,80.0,,,,,,,,,60.0,,70.0,90.0,78.0,,,,,80.0,,,,,,,,80.0,,90.0,,90.0,60.0,80.0,80.0,,,,,,70.0,,,,,,,,,,70.0,70.0,,,,,,,,,,,,80.0,,,70.0,93.0,70.0,90.0,80.0,,,,,,,,,,,,,,,80.0,80.0,,,60.0,,75.0,,,,78.0,80.0,,,,60.0,70.0,,,,60.0,,,60.0,77.0,,,90.0,80.0,50.0,,89.0,,,,Sable,Sable
Sniper Elite VR,752480,532,312,220,254,68,7.3,/game/pc/sniper-elite-vr/critic-reviews,63.0,,,,,,,,,,,,60.0,,,,,,,,,,,,85.0,,,,,,,,,,,,,,80.0,,,,,,,,,,80.0,,,,,,60.0,,61.0,,,60.0,,,,,,,,,,,,70.0,,90.0,,60.0,,,,70.0,,,60.0,,,,,,,78.0,,,,,,,,,,,,,,,,,60.0,,85.0,,,60.0,,,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,70.0,,,,SniperEliteVR,SniperEliteVR
After the Fall,751630,1149,872,277,162,75,6.9,/game/pc/after-the-fall/critic-reviews,,,80.0,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,60.0,,80.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,65.0,80.0,,,,,,,,,,82.0,,,,,,,80.0,,,,,,,,,,,,,,70.0,,,,AftertheFall,AfterTheFall
AWAY: The Survival Series,750200,142,84,58,314,52,7.6,/game/pc/away-the-survival-series/critic-reviews,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,,,,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,,,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,60.0,,,,,,AWAYTheSurvivalSeries,AWAYTheSurvivalSeries
Tales of Arise,740130,20743,18983,1760,23,84,8.4,/game/pc/tales-of-arise/critic-reviews,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,77.0,,,,100.0,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,80.0,,85.0,,,,,,,,,,,85.0,,,,,,,,,,85.0,,,,,,,,,90.0,90.0,80.0,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,85.0,,TalesofArise,TalesofArise
Breathedge,738520,11627,9935,1692,223,71,7.4,/game/pc/breathedge/critic-reviews,59.0,,,,,,,,,,,70.0,,,,,,,,80.0,,,,,,,,,,,,,70.0,,90.0,,,,,,,,,,,80.0,,,,90.0,,,80.0,90.0,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,70.0,,,,,98.0,,,65.0,57.0,,,,,,,,80.0,,,,75.0,,,,,,70.0,,,,,,,,,,,,,65.0,,,,,,,,,,,,,,65.0,,,,,,,,,,,,,60.0,,,,,,,,,,,Breathedge,Breathedge
Genesis Noir,735290,768,630,138,133,77,6.4,/game/pc/genesis-noir/critic-reviews,,70.0,,,,,,,,,90.0,80.0,,,,,,,,,,,85.0,,,,,,,,,80.0,70.0,,,,,,,,,,,,,,,,55.0,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,70.0,,,,80.0,,,,,,81.0,,,,,,,,,,,,,,,,68.0,,,,85.0,,,,76.0,,85.0,,,,,,,,,,,,,,,,60.0,70.0,,,,,,,,,,80.0,,,,,,,,,,,,,85.0,,,,,,,,,,,GenesisNoir,GenesisNoir
This Is the President,730430,113,83,30,234,70,8,/game/pc/this-is-the-president/critic-reviews,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,60.0,,,,,,,,,,,,,,,,,60.0,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThisIsthePresident,ThisIsthePresident
Wytchwood,729000,539,521,18,121,78,8,/game/pc/wytchwood/critic-reviews,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,75.0,75.0,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wytchwood,Wytchwood
Mundaun,720350,643,620,23,199,72,6.8,/game/pc/mundaun/critic-reviews,,80.0,,,,,,,,,,,50.0,68.0,,,,,,,,,,,,,,,,,,70.0,,,,,75.0,,,,,78.0,,,,,,,,,,,,,,80.0,,,50.0,,,,,,90.0,,,,,,83.0,,70.0,,,,,70.0,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,90.0,,60.0,85.0,,,,,,,,,79.0,,,,,,,,70.0,,,70.0,,,,,,,80.0,,,,70.0,,,,,,,,,70.0,,70.0,,,,,,,,,Mundaun,Mundaun
Hell Let Loose,686810,63425,53623,9802,94,79,7.2,/game/pc/hell-let-loose/critic-reviews,,,,,,,,,,,,,,82.0,,,,,,,,,,,,,,,,,,,,75.0,,,,,,,,,,,,,,,,,,,,75.0,,,86.0,,,,,,,,,,80.0,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,80.0,,,70.0,,,90.0,,,,83.0,,,,,,,,,,,80.0,,,,,,,,,,84.0,,,,,,,,,,,,,,,,,,,,,,,,,HellLetLoose,HellLetLoose
Outriders,680420,54100,35194,18906,192,73,5.7,/game/pc/outriders/critic-reviews,,,,,,,60.0,,,,,75.0,,,,,,,50.0,,,,,,,,,,,,,70.0,,,,,,,,,,90.0,80.0,80.0,,,,,,50.0,,,70.0,,,80.0,83.0,,,,,,,,,,,,,70.0,,,,80.0,80.0,,,,,,,,,,,,,,,,,,75.0,,,,55.0,,,,,75.0,70.0,,75.0,75.0,,,,63.0,60.0,75.0,70.0,60.0,,,75.0,,,,,,,80.0,72.0,,,,,,,,,,,,,82.0,,,,,70.0,,,,,,,,,,,,75.0,,,,68.0,,,,Outriders,OUTRIDERS
Boyfriend Dungeon,674930,1275,1164,111,229,70,5.2,/game/pc/boyfriend-dungeon/critic-reviews,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,75.0,,,,,,,74.0,,,,,,,,,,50.0,,,,,,,,,,80.0,,,,,,60.0,,,,,,,,,,70.0,,,75.0,,,,,,,,,,,,,70.0,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,76.0,,,70.0,,,,,,,,,,,,,,,BoyfriendDungeon,BoyfriendDungeon
No Longer Home,651490,158,132,26,185,73,tbd,/game/pc/no-longer-home/critic-reviews,,,,,,,,,,,95.0,,,60.0,,,,,,,,,,,,,,,,,,70.0,,,,,,80.0,,,,,,,,,,,70.0,,,,,,,,,,,,90.0,,70.0,,,,,,,,,,,75.0,,,,,,70.0,,,,,,,,,,72.0,,,,75.0,,,,,,,,,72.0,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NoLongerHome,NoLongerHome
